fontarial,fontserif, 0.75,1,font font new fontarial,font font new fontserif
intermediate_thumbnail_width,initial_string_buffer_size, 0.75,1,public static int intermediate_thumbnail_width,public static final int initial_string_buffer_size
thumbnail_width,fullscreen_width, 0.75,1,public static int thumbnail_width,public static int fullscreen_width
albumfilename,photosfilename, 0.777777777777778,1,string albumfilename directory + file separator + album dat,string photosfilename directory + file separator + photos dat
fullscreen_height,initial_string_buffer_size, 0.75,1,public static int fullscreen_height,public static final int initial_string_buffer_size
fullscreen_width,low_frequency_delay, 0.75,1,public static int fullscreen_width,public static int low_frequency_delay
intermediate_thumbnail_width,intermediate_thumbnail_height, 0.75,1,public static int intermediate_thumbnail_width,public static int intermediate_thumbnail_height
audio,media, 0.75,1,interface to represent a playlist of audio files,base container interface to represent a containercollection of media files
type,title, 0.8,1,comparator that sorts by type,comparator that sorts by title
tivo_port,thumbnail_width, 0.75,1,public static int tivo_port,public static int thumbnail_width
image,backgroundimage, 0.75,1,image image imagetracker getimage,image backgroundimage imagetracker getimage
main,base, 0.714285714285714,1,main class to handle incoming tivo requests,base class to represent all incoming tivo requests
albumtext,phototext, 0.75,1,string albumtext bufreader readline,string phototext bufreader readline
month,duration, 0.833333333333333,1,find key for sorting by month,find key for sorting by duration
png,jpg, 0.8,1,outputstream baos new fileoutputstreamcjavahmotest png,outputstream baos new fileoutputstreamcjavahmotest jpg
tivo_port,high_frequency_period, 0.75,1,public static int tivo_port,public static int high_frequency_period
albumtext,lineoftext, 0.75,1,string albumtext bufreader readline,string lineoftext bufreader readline
allow,restrict, 0.833333333333333,1,find a rule that allows downloads,find a rule that restricts downloads
thumbnail_height,high_frequency_delay, 0.75,1,public static int thumbnail_height,public static int high_frequency_delay
album,photos, 0.777777777777778,1,string albumfilename directory + file separator + album dat,string photosfilename directory + file separator + photos dat
tivo_port,thumbnail_height, 0.75,1,public static int tivo_port,public static int thumbnail_height
decade,duration, 0.833333333333333,1,find key for sorting by decade,find key for sorting by duration
prefix,suffix, 0.875,3,one of the supplied prefixes,one of the supplied suffixes,file does not match list of accepted prefixes,file does not match list of accepted suffixes,copy the array of suffixes,copy the array of prefixes
dh,part, 0.75,1,inputstream is dh getinputstream,inputstream is part getinputstream
listing,internet, 0.75,1,container for listing images,container for internet images
position,classloader, 0.75,1,use the default position,use the default classloader
mu,pls, 0.857142857142857,1,mu playlists of audio files and urls,pls playlists of audio files and urls
low_frequency_delay,high_frequency_delay, 0.75,1,public static int low_frequency_delay,public static int high_frequency_delay
