eos,transient, 0.75,1,the eos bucket type,the transient bucket type
apr_unkfile,valid, 0.75,1,the value is apr_unkfile,and that the provided value is valid
apr_dbd_pbquery query,apr_dbd_pbselect select, 0.777777777777778,1,apr_dbd_pbquery query using a prepared statement + binary args,apr_dbd_pbselect select using a prepared statement + binary args
checked-out resource,locknull resource, 0.857142857142857,2,if the resource is a checked-out resource,if the resource exists or is a locknull resource,if the resource is a checked-out resource,the resource is no longer a locknull resource
fixed,unknown, 0.8,1,if the length is fixed,if the length is unknown
ajp,utility, 0.8,1,ajp routines for apache proxy,utility routines for apache proxy
thread,directory, 0.857142857142857,1,apr was not given a thread structure,apr was not given a directory structure
at,past, 0.8,1,ptr is pointing at the,ptr is pointing past the bracket character
transaction_mode_set,apr_dbd_transaction_mode_get, 0.833333333333333,1,transaction_mode_set get the mode of transaction,apr_dbd_transaction_mode_get get the mode of transaction
select,apr_dbd_select, 0.9,1,select execute an sql query that returns a result set,apr_dbd_select execute an sql query that returns a result set
log handler,writer initialization, 0.714285714285714,1,callback function prototype for a external log handler,callback function prototype for external writer initialization
comment,description, 0.75,3,add a higher-level comment,maybe add a higher-level description,add a higher-level comment,add a higher-level description,add a higher-level comment,maybe add in a higher-level description
root,bind, 0.75,1,if the root fails,if the bind fails
apr_dbd_open open,apr_dbd_close close, 0.714285714285714,1,apr_dbd_open open a connection to a backend,apr_dbd_close close a connection to a backend
resource walk,report delivery, 0.75,1,if an error occurred during the resource walk,if an error occurred during the report delivery
apr_dbd_pselect,apr_dbd_pvselect, 0.875,1,apr_dbd_pselect select using a prepared statement + args,apr_dbd_pvselect select using a prepared statement + args
first,somewhere, 0.75,1,run this hook first,run this hook somewhere
suexec,ldap, 0.75,1,when suexec is enabled,handle the case when ldap is enabled
time,branch, 0.75,2,this is first time,if this is not the first branch,this is first time,if this is the first branch
sigterm,sigbreak, 0.833333333333333,1,is used for sigterm on windows,is used for sigbreak on windows
send,parse, 0.75,1,send the request body,parse the request body
appropriate,overwrite, 0.75,1,get the appropriate header,get and parse the overwrite header value
url,port, 0.75,1,must be a url,there must be a port
null,equivalent, 0.75,1,if both are null,if both ports are equivalent
per-dir,per-directory, 0.75,1,merge per-dir config structures,merge per-directory config structures
heap,flush, 0.75,1,the heap bucket type,the flush bucket type
mod_ident,mod_logio, 0.8,1,optional function coming from mod_ident,optional function coming from mod_logio
davsupported-report-set,davsupported-live-property-set, 0.75,1,generate davsupported-report-set options response,generate davsupported-live-property-set options response
uri,file, 0.714285714285714,1,create a subrequest from the given uri,create a subrequest for the given file
uschar,events, 0.75,1,so use uschar instead,so we use events instead
literal,single-byte, 0.75,1,handle a literal character,handle a single-byte character
current,first, 0.8,1,the current piece of text,the first piece of text in the list
subject,script, 0.8,1,the length of the subject,find_content_length would return the length of the script
null,modified, 0.75,1,it will be null,since it will be modified
amount,length, 0.714285714285714,1,the amount of data in the mmap,the length of the data in the bucket
pvbselect select,apr_dbd_pbquery query, 0.777777777777778,1,pvbselect select using a prepared statement + binary args,apr_dbd_pbquery query using a prepared statement + binary args
make,made, 0.833333333333333,1,if we make it this far,if we made it this far
workspace,locknull, 0.75,1,create a workspace resource,if this will create a locknull resource
multiple,list, 0.833333333333333,2,this should be a multiple of,this should be a list of null-terminated strings,should be a multiple of,this should be a list of null-terminated strings
total,current, 0.75,1,total number of items stored by this server,current number of items stored by the server
uschar,spaces, 0.75,1,so use uschar instead,so use spaces instead
pbselect,apr_dbd_pvbselect, 0.888888888888889,1,pbselect select using a prepared statement + binary args,apr_dbd_pvbselect select using a prepared statement + binary args
