attaching,return,0.666666666666667,1,attaching first slave,return first slave m
eos,int,0.666666666666667,2,EOS wake up,int wake up state,EOS wake up,int wake up process
master,rar,0.666666666666667,1,init master params,int init rar params
hamoa,int,0.666666666666667,1,HAMOA card present,int card present
prepare,*,0.666666666666667,1,Prepare tty device,* tty unregister device
stamp,to,0.666666666666667,1,time stamp jiffies,u64 time to jiffies
irq,int,0.666666666666667,2,irq tps chip,int tps chip,irq out ep,int  out ep mapping
prepare,void,0.666666666666667,1,Prepare tty device,void tty unregister device
let,void,0.666666666666667,1,let close connection,void close connection
system,mx51,0.666666666666667,2,int system revision,int mx51 revision,int system revision,int mx51 revision void
target,ftrace,0.666666666666667,1,clear target pid,void clear ftrace pid
bail,int,0.666666666666667,1,bail device disconnected,int device is disconnected
empty,request,0.666666666666667,1,send empty reply,int send request reply
device,event,0.666666666666667,1,start device scan,void start event scan
aux,dac,0.666666666666667,1,build Aux controls,int build dac controls
dle,uart,0.666666666666667,1,enter dle mode,void enter uart mode
send-immediate,4op,0.666666666666667,1,enter send-immediate mode,void enter 4op mode
line,dac,0.666666666666667,1,build Line controls,int build dac controls
logical,int,0.666666666666667,1,Logical eraseblock erase,int erase eraseblock
mem,only,0.666666666666667,1,int mem parity err,int only parity
read,u16,0.666666666666667,1,read fft mode,u16 fft to mode
csrow,queue,0.666666666666667,1,remove csrow kobjects,void remove queue kobjects
usb,void,0.666666666666667,22,USB clk disable,void clk prcmu disable,USB clk disable,void clk gpio11 disable,USB clk disable,void  clk hsc disable,USB clk disable,void  clk spll disable,USB clk disable,void clk ipu disable,USB clk disable,void clk prcc disable,USB clk disable,void  clk disable struct,USB clk disable,void clk disable unlocked,USB clk disable,void clk pout disable,USB clk disable,void  clk disable,USB clk disable,void  clk ccgr disable,USB clk disable,void  clk max disable,USB clk disable,void clk disable struct,USB clk disable,void clk gpio12 disable,USB clk disable,void  clk pll disable,USB clk disable,void clk dummy disable,USB clk disable,void clk cgcr disable,USB clk disable,void clk gpio27 disable,USB clk disable,void clk cgr disable,USB clk disable,void clk spll disable,USB clk disable,void clk reg disable,USB clk disable,void clk pccr disable
packet,node,0.666666666666667,1,drop packet buffer,void drop node buffer
szc,int,0.666666666666667,1,SZC setup mic,int setup mic
pingpong,conf,0.666666666666667,1,enter pingpong mode,void enter conf mode
hw,*,0.666666666666667,1,HW ECC checking on,*  ECC on
toneport,int,0.666666666666667,1,Toneport device disconnected,int device is disconnected
property,kfree,0.666666666666667,1,return property ptr,return  kfree ptr
crb,7220,0.666666666666667,2,handle CRB errors,void handle 7220 errors,handle CRB errors,* handle 7220 errors
ignore,void,0.666666666666667,3,Ignore spurious interrupt,void spurious interrupt bug,Ignore spurious interrupt,void spurious interrupt,ignore loop back packets,void loop back
bulk,void,0.666666666666667,2,bulk urb callback,void urb irq callback,bulk urb callback,void urb ctl callback
signals,irqs,0.666666666666667,1,This return signals disabled,return irqs disabled
g[],void,0.666666666666667,2,g[] write fault,void write protection fault,g[] read fault,void read protection fault
radacal,call,0.666666666666667,1,RADACAL misc register data,call misc register
buffer,cached,0.666666666666667,1,free buffer lists,void free cached lists
checksum,void,0.666666666666667,3,checksum symbol table,void symbol table free,checksum string table,void string table free,checksum file header record,void file record
inode,hypervisor,0.666666666666667,1,query inode info,int query hypervisor info
initial,*,0.666666666666667,1,Initial console setup,* console setup
go,void,0.666666666666667,1,Go back 'n' lines,void back lines
perform,int,0.666666666666667,6,Perform software reset JAGCore,int software reset,perform software reset,int software reset,Perform software reset,int software reset,Perform read sequence,int read sequence header,perform firmware download,int firmware download,perform basic init,int basic init
after,void,0.666666666666667,8,After power supply,void power supply unregister,After power supply,void power supply changed,After power supply,void power supply exit,After amd interrupt,void amd threshold interrupt,after paging init,void paging init void,after paging init,void paging init,After udc enable,void udc clock enable,After udc enable,void udc enable
layer,requeue,0.666666666666667,1,blk layer request,void blk requeue request
limit,*,0.666666666666667,1,limit string length,*  string length
already,res,0.666666666666667,1,command already completed,void command res completed
also,int,0.666666666666667,3,also decode PCI bits,int decode bits,Also start watchdog running,int start watchdog,also enable wakeup,int  enable wakeup
spc_aaddr,*,0.666666666666667,1,spc_aaddr sizeof struct sockaddr_storage,*  sizeof struct
cannot,faulty,0.666666666666667,1,Returns void cannot fail,void faulty fail
still,init,0.75,1,blk still free list,int blk init free list
simple,cancel,0.666666666666667,1,send simple reply,int send cancel reply
parity,ecrc,0.666666666666667,2,disable parity checking,int disable ecrc checking,enable parity checking,int enable ecrc checking
script,gdbstub,0.75,1,int script single step,int gdbstub single step
these,void,0.666666666666667,3,these do nothing,void do nothing,these do nothing,void do nothing notify,These reserve memory later,void reserve memory
dma,pcmcia,0.666666666666667,1,acknowledge dma interrupt,void acknowledge pcmcia interrupt
ni_diag_parms,uint,0.666666666666667,1,NI_DIAG_PARMS mask shift definitions,uint mask shift
spec,nigpctupdownpingateselect,0.666666666666667,1,lookup return specific i,return  NIGPCTUPDOWNPINGATESELECT i
notify,int,0.75,1,Notify wake up reader process,int wake up process
qd,int,0.666666666666667,1,QD dual channel,int dual channel active
max,int,0.75,1,max device queue depth,int device queue depth
controller,int,0.666666666666667,2,controller lock held,int lock is held,controller lock held,int  lock is held
command,conf,0.666666666666667,1,enter command mode,void enter conf mode
simple,request,0.666666666666667,1,send simple reply,int send request reply
error,source,0.666666666666667,1,zero error counters,void  zero source counters
general,void,0.666666666666667,2,general clean up,void clean up,General ext int enable,void ext enable
center,adc,0.666666666666667,1,build center controls,int build adc controls
radacal,int,0.666666666666667,1,RADACAL misc register data,int misc register
property,xchg32,0.666666666666667,1,return property ptr,return  xchg32 ptr x
setclear,bool,0.666666666666667,1,SetClear single bit,bool single bit flip
its,ptrerr,0.666666666666667,2,return its parent,return  PTRERR parent,return its result,return  PTRERR result
receiver,int,0.666666666666667,1,Receiver software reset,int software reset
closeint,mmc,0.666666666666667,3,int closeint sd,int mmc sd alive,int closeint sd,int mmc sd suspend,int closeint sd,int mmc sd resume
log,*,0.666666666666667,1,log ip information,*  ip information
nan,ptrerr,0.666666666666667,1,return NaN st,return  PTRERR st
line,input,0.666666666666667,1,build Line controls,int build input controls
demux,int,0.666666666666667,1,Demux handle errors,int handle errors
spdif,generic,0.666666666666667,1,build SPDIF controls,int build generic controls
allocated,global,0.666666666666667,1,release allocated resources,void release global resources
allocated,offload,0.666666666666667,1,release allocated resources,void release offload resources
radacal,when,0.666666666666667,1,RADACAL misc register data,when misc register
cal_vco,4op,0.666666666666667,1,enter CAL_VCO mode,void enter 4op mode
caller,*,0.666666666666667,1,caller free mem,* free initrd mem
ht,int,0.666666666666667,1,HT on primary,int on primary thread
suni,interrupt,0.666666666666667,1,clear SUNI counters,void clear interrupt counters
iscp,long,0.666666666666667,1,ISCP phys addr,long  phys addr
